Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3927691,,None,371.4,0,1.33,48a,CCOc1ccc(CC(=O)NO)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL3860992,Inhibition of full length recombinant human C-terminal His-tagged HDAC2 expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate after 30 mins by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,,20000
CHEMBL5274004,,None,360.44,0,2.07,137,CN(CCc1ccccc1)S(=O)(=O)c1cccc(/C=C/C(=O)NO)c1,IC50,'=',0.2,nM,9.7,,,UO_0000065,26.91,0.53,7.63,11.19,0,CHEMBL5253338,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5252522,1,Scientific Literature,Eur J Med Chem,2016,None,,INHIBITOR,,0.0002
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',13,nM,7.89,,,UO_0000065,29.84,0.57,5.42,10.05,1,CHEMBL4813403,Inhibition of C-terminal 6XHis-tagged human recombinant full length HDAC2 (1 to 488 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR,,0.013
CHEMBL4856631,,None,531.7,1,4.75,18,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3c(=O)n(C)ccc3c2)[nH]1,IC50,'=',1.6,nM,8.8,,,UO_0000065,16.54,0.31,4.05,8.79,1,CHEMBL4813304,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4811291,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,1.6
CHEMBL235191,TACEDINALINE,3,269.3,0,2.48,2,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,IC50,'=',1920,nM,5.72,,,UO_0000065,21.23,0.39,3.24,6.79,1,CHEMBL4397965,Inhibition of recombinant human HDAC2 assessed as decrease in deacetylation of FLUOR DE LYS Green substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4396885,1,Scientific Literature,Eur J Med Chem,2019,None,,,,1.92
CHEMBL5188941,,None,442.52,0,2.71,35a,CCNNC(=O)c1ccc(Cn2c(=O)n(CCc3ccccc3)c(=O)c3ccccc32)cc1,IC50,'=',1200,nM,5.92,,,UO_0000065,13.38,0.25,3.21,6.96,0,CHEMBL5119735,Inhibition of recombinant HDAC2 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,INHIBITOR,,1.2
CHEMBL3655937,,None,272.31,0,1.82,BDBM139278,Cc1cccc(C)c1CNc1ncc(C(=O)NO)cn1,IC50,'=',2105,nM,5.68,,274346,UO_0000065,20.85,0.39,3.86,6.51,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5087773,,None,405.46,0,3.26,8h,O=C(CCCCCCNc1nn2c(=O)c3ccccc3nc2c2ccccc12)NO,IC50,'=',28,nM,7.55,,,UO_0000065,18.63,0.34,4.29,6.95,0,CHEMBL5043974,Inhibition of HDAC2 (unknown origin) incubated for 30 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5042505,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,,28
CHEMBL3655953,,None,308.29,0,2.22,BDBM139298,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(F)c(F)c1,IC50,'=',609,nM,6.21,,274366,UO_0000065,20.16,0.39,4,7.13,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4852593,,None,615.74,2,4.91,9a,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835057,Inhibition of full length human C-terminal His-tagged HDAC2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,,
